,Period,District,Parameter,MonthlyAverage,PDKnorm
7014,2023-04-01,район Коньково,Диоксид азота,0.048,0.04
7015,2023-04-01,Академический район,Взвешенные частицы РМ10,0.032,0.04
7016,2023-04-01,район Южное Бутово,Диоксид азота,0.054,0.04
7017,2023-04-01,район Южное Бутово,Взвешенные частицы РМ10,0.052,0.04
7018,2023-04-01,Донской район,Диоксид азота,0.061,0.04
7019,2023-04-01,Донской район,Взвешенные частицы РМ10,0.033,0.04
7020,2023-04-01,Донской район,Диоксид серы,0.0028,0.05
7021,2023-04-01,район Бирюлёво Западное,Диоксид азота,0.061,0.04
7022,2023-04-01,район Бирюлёво Западное,Диоксид серы,0.0031,0.05
7023,2023-04-01,Даниловский район,Диоксид азота,0.105,0.04
7024,2023-04-01,Даниловский район,Озон,0.0179,0.03
7025,2023-04-01,Даниловский район,Диоксид серы,0.0019,0.05
7026,2023-04-01,Донской район,Диоксид азота,0.069,0.04
7027,2023-04-01,Донской район,Озон,0.0228,0.03
7028,2023-04-01,Донской район,Диоксид серы,0.0021,0.05
7029,2023-04-01,район Орехово-Борисово Южное,Диоксид азота,0.043,0.04
7030,2023-04-01,район Царицыно,Диоксид азота,0.044,0.04
7031,2023-04-01,район Царицыно,Взвешенные частицы РМ10,0.029,0.04
7032,2023-05-01,район Метрогородок,Диоксид азота,0.03,0.04
7033,2023-05-01,район Метрогородок,Озон,0.0466,0.03
7034,2023-05-01,район Богородское,Диоксид азота,0.049,0.04
7035,2023-05-01,район Косино-Ухтомский,Диоксид азота,0.039,0.04
7036,2023-05-01,район Косино-Ухтомский,Озон,0.0557,0.03
7037,2023-05-01,район Косино-Ухтомский,Взвешенные частицы РМ10,0.019,0.04
7038,2023-05-01,район Косино-Ухтомский,Диоксид серы,0.002,0.05
7039,2023-05-01,район Новокосино,Диоксид азота,0.045,0.04
7040,2023-05-01,район Раменки,Диоксид азота,0.037,0.04
7041,2023-05-01,район Раменки,Озон,0.0496,0.03
7042,2023-05-01,район Раменки,Взвешенные частицы РМ10,0.023,0.04
7043,2023-05-01,район Раменки,Диоксид серы,0.0008,0.05
7044,2023-05-01,район Тропарёво-Никулино,Диоксид азота,0.043,0.04
7045,2023-05-01,Можайский район,Диоксид азота,0.036,0.04
7046,2023-05-01,Можайский район,Озон,0.0312,0.03
7047,2023-05-01,район Савёлки,Диоксид азота,0.031,0.04
7048,2023-05-01,район Силино,Диоксид азота,0.032,0.04
7049,2023-05-01,район Крюково,Диоксид азота,0.039,0.04
7050,2023-05-01,район Крюково,Взвешенные частицы РМ10,0.032,0.04
7051,2023-05-01,поселение Щербинка,Диоксид азота,0.038,0.04
7052,2023-05-01,район Аэропорт,Диоксид азота,0.057,0.04
7053,2023-05-01,район Аэропорт,Озон,0.0212,0.03
7054,2023-05-01,Дмитровский район,Диоксид азота,0.043,0.04
7055,2023-05-01,Дмитровский район,Взвешенные частицы РМ10,0.063,0.04
7056,2023-05-01,Дмитровский район,Диоксид серы,0.0016,0.05
7057,2023-05-01,район Коптево,Диоксид азота,0.033,0.04
7058,2023-05-01,Савёловский район,Диоксид азота,0.069,0.04
7059,2023-05-01,район Сокол,Диоксид азота,0.043,0.04
7060,2023-05-01,район Западное Дегунино,Диоксид азота,0.04,0.04
7061,2023-05-01,район Южное Медведково,Озон,0.0394,0.03
7062,2023-05-01,Останкинский район,Диоксид азота,0.04,0.04
7063,2023-05-01,Останкинский район,Озон,0.0426,0.03
7064,2023-05-01,Останкинский район,Взвешенные частицы РМ10,0.028,0.04
7065,2023-05-01,район Хорошёво-Мнёвники,Диоксид азота,0.048,0.04
7066,2023-05-01,район Хорошёво-Мнёвники,Взвешенные частицы РМ10,0.024,0.04
7067,2023-05-01,район Северное Тушино,Диоксид азота,0.037,0.04
7068,2023-05-01,район Северное Тушино,Озон,0.0543,0.03
7069,2023-05-01,поселение Роговское,Диоксид азота,0.009,0.04
7070,2023-05-01,поселение Роговское,Озон,0.0212,0.03
7071,2023-05-01,поселение Роговское,Диоксид серы,0.0005,0.05
7072,2023-05-01,поселение Троицк,Диоксид азота,0.029,0.04
7073,2023-05-01,поселение Новофедоровское,Диоксид азота,0.016,0.04
7074,2023-05-01,поселение Вороновское,Диоксид азота,0.009,0.04
7075,2023-05-01,поселение Вороновское,Озон,0.0436,0.03
7076,2023-05-01,поселение Вороновское,Диоксид серы,0.0013,0.05
7077,2023-05-01,Мещанский район,Взвешенные частицы РМ10,0.038,0.04
7078,2023-05-01,Мещанский район,Диоксид серы,0.0009,0.05
7079,2023-05-01,Басманный район,Диоксид азота,0.048,0.04
7080,2023-05-01,Тверской район,Диоксид азота,0.052,0.04
7081,2023-05-01,Пресненский район,Диоксид азота,0.048,0.04
7082,2023-05-01,Пресненский район,Озон,0.0406,0.03
7083,2023-05-01,Пресненский район,Взвешенные частицы РМ10,0.029,0.04
7084,2023-05-01,Пресненский район,Диоксид серы,0.0023,0.05
7085,2023-05-01,район Хамовники,Диоксид азота,0.059,0.04
7086,2023-05-01,район Хамовники,Озон,0.026,0.03
7087,2023-05-01,район Хамовники,Диоксид серы,0.0004,0.05
7088,2023-05-01,район Марьино,Диоксид азота,0.045,0.04
7089,2023-05-01,район Марьино,Взвешенные частицы РМ10,0.032,0.04
7090,2023-05-01,район Марьино,Диоксид серы,0.0031,0.05
7091,2023-05-01,район Люблино,Диоксид азота,0.073,0.04
7092,2023-05-01,район Люблино,Диоксид серы,0.0031,0.05
7093,2023-05-01,Рязанский район,Диоксид азота,0.041,0.04
7094,2023-05-01,Рязанский район,Взвешенные частицы РМ10,0.018,0.04
7095,2023-05-01,Рязанский район,Диоксид серы,0.0024,0.05
7096,2023-05-01,район Капотня,Диоксид азота,0.051,0.04
7097,2023-05-01,район Капотня,Диоксид серы,0.0074,0.05
7098,2023-05-01,район Люблино,Диоксид азота,0.021,0.04
7099,2023-05-01,район Люблино,Диоксид серы,0.0043,0.05
7100,2023-05-01,район Печатники,Диоксид азота,0.044,0.04
7101,2023-05-01,район Печатники,Взвешенные частицы РМ10,0.031,0.04
7102,2023-05-01,район Печатники,Диоксид серы,0.0021,0.05
7103,2023-05-01,район Печатники,Диоксид азота,0.052,0.04
7104,2023-05-01,район Печатники,Взвешенные частицы РМ10,0.064,0.04
7105,2023-05-01,район Печатники,Диоксид серы,0.0025,0.05
7106,2023-05-01,район Коньково,Диоксид азота,0.043,0.04
7107,2023-05-01,Академический район,Взвешенные частицы РМ10,0.017,0.04
7108,2023-05-01,район Южное Бутово,Диоксид азота,0.049,0.04
7109,2023-05-01,район Южное Бутово,Взвешенные частицы РМ10,0.038,0.04
7110,2023-05-01,Донской район,Диоксид азота,0.05,0.04
7111,2023-05-01,Донской район,Взвешенные частицы РМ10,0.02,0.04
7112,2023-05-01,Донской район,Диоксид серы,0.0017,0.05
7113,2023-05-01,район Бирюлёво Западное,Диоксид азота,0.056,0.04
7114,2023-05-01,район Бирюлёво Западное,Диоксид серы,0.0034,0.05
7115,2023-05-01,Даниловский район,Диоксид азота,0.082,0.04
7116,2023-05-01,Даниловский район,Озон,0.0226,0.03
7117,2023-05-01,Даниловский район,Диоксид серы,0.001,0.05
7118,2023-05-01,Донской район,Диоксид азота,0.064,0.04
7119,2023-05-01,Донской район,Озон,0.0217,0.03
7120,2023-05-01,Донской район,Диоксид серы,0.0012,0.05
7121,2023-05-01,район Орехово-Борисово Южное,Диоксид азота,0.036,0.04
7122,2023-05-01,район Царицыно,Диоксид азота,0.039,0.04
7123,2023-05-01,район Царицыно,Взвешенные частицы РМ10,0.028,0.04
7124,2023-06-01,район Метрогородок,Диоксид азота,0.026,0.04
7125,2023-06-01,район Метрогородок,Озон,0.0493,0.03
7126,2023-06-01,район Богородское,Диоксид азота,0.039,0.04
7127,2023-06-01,район Косино-Ухтомский,Диоксид азота,0.03,0.04
7128,2023-06-01,район Косино-Ухтомский,Озон,0.0494,0.03
7129,2023-06-01,район Косино-Ухтомский,Взвешенные частицы РМ10,0.017,0.04
